META DATA:
66 (объем бочки)
33 (текущий объем воды в бочке)
2020-08-24T01:19:44.406Z - [username3] - wanna scoop 39| (фэйл)
2021-06-20T17:19:44.482Z - [username7] - wanna scoop 50| (фэйл)
2021-06-20T18:19:44.482Z - [username10] - wanna scoop 43| (фэйл)
2021-06-20T19:19:44.482Z - [username7] - wanna top up 16| (успех)
2021-06-20T20:19:44.482Z - [username3] - wanna scoop 25| (фэйл)
2021-06-20T21:19:44.482Z - [username3] - wanna top up 10| (успех)
2021-06-20T22:19:44.482Z - [username7] - wanna top up 11| (успех)
2021-06-20T23:19:44.482Z - [username8] - wanna scoop 47| (фэйл)
2021-06-21T00:19:44.482Z - [username1] - wanna top up 40| (фэйл)
2021-06-21T01:19:44.482Z - [username8] - wanna top up 13| (успех)
2021-06-21T02:19:44.482Z - [username4] - wanna scoop 20| (успех)
2021-06-21T03:19:44.482Z - [username9] - wanna top up 42| (фэйл)
2021-06-21T04:19:44.482Z - [username9] - wanna top up 32| (успех)
2021-06-21T05:19:44.482Z - [username8] - wanna scoop 13| (успех)
2021-06-21T06:19:44.482Z - [username3] - wanna scoop 15| (успех)
2021-06-21T07:19:44.482Z - [username3] - wanna scoop 24| (успех)
2021-06-21T08:19:44.482Z - [username4] - wanna scoop 40| (фэйл)
2021-06-21T09:19:44.482Z - [username8] - wanna scoop 21| (фэйл)
2021-06-21T10:19:44.482Z - [username3] - wanna scoop 34| (фэйл)
2021-06-21T11:19:44.482Z - [username5] - wanna top up 45| (успех)
2021-06-21T12:19:44.482Z - [username2] - wanna top up 24| (фэйл)
2021-06-21T13:19:44.482Z - [username3] - wanna scoop 45| (успех)
2021-06-21T14:19:44.482Z - [username10] - wanna scoop 45| (фэйл)
2021-06-21T15:19:44.482Z - [username8] - wanna scoop 50| (фэйл)
2021-06-21T16:19:44.482Z - [username10] - wanna scoop 15| (фэйл)
2021-06-21T17:19:44.482Z - [username8] - wanna top up 23| (успех)
2021-06-21T18:19:44.482Z - [username4] - wanna top up 28| (успех)
2021-06-21T19:19:44.482Z - [username6] - wanna top up 26| (фэйл)
2021-06-21T20:19:44.482Z - [username2] - wanna top up 13| (фэйл)
2021-06-21T21:19:44.482Z - [username6] - wanna top up 37| (фэйл)
2021-06-21T22:19:44.482Z - [username8] - wanna scoop 11| (успех)
2021-06-21T23:19:44.482Z - [username10] - wanna scoop 23| (успех)
2021-06-22T00:19:44.482Z - [username2] - wanna scoop 13| (успех)
2021-06-22T01:19:44.482Z - [username6] - wanna top up 46| (успех)
2021-06-22T02:19:44.482Z - [username3] - wanna scoop 20| (успех)
2021-06-22T03:19:44.482Z - [username1] - wanna top up 37| (фэйл)
2021-06-22T04:19:44.482Z - [username2] - wanna scoop 31| (успех)
2021-06-22T05:19:44.482Z - [username6] - wanna top up 27| (успех)
2021-06-22T06:19:44.482Z - [username2] - wanna scoop 33| (успех)
2021-06-22T07:19:44.482Z - [username8] - wanna top up 18| (успех)
2021-06-22T08:19:44.482Z - [username3] - wanna top up 14| (успех)
2021-06-22T09:19:44.483Z - [username5] - wanna scoop 11| (успех)
2021-06-22T10:19:44.483Z - [username2] - wanna scoop 45| (фэйл)
2021-06-22T11:19:44.483Z - [username3] - wanna top up 23| (успех)
2021-06-22T12:19:44.483Z - [username4] - wanna scoop 44| (успех)
2021-06-22T13:19:44.483Z - [username2] - wanna scoop 38| (фэйл)
2021-06-22T14:19:44.483Z - [username9] - wanna scoop 24| (фэйл)
2021-06-22T15:19:44.483Z - [username3] - wanna top up 49| (успех)
2021-06-22T16:19:44.483Z - [username7] - wanna scoop 39| (успех)
2021-06-22T17:19:44.483Z - [username9] - wanna top up 12| (успех)
2021-06-22T18:19:44.483Z - [username6] - wanna scoop 17| (успех)
2021-06-22T19:19:44.483Z - [username5] - wanna scoop 16| (фэйл)
2021-06-22T20:19:44.483Z - [username4] - wanna top up 47| (успех)
2021-06-22T21:19:44.483Z - [username3] - wanna scoop 29| (успех)
2021-06-22T22:19:44.483Z - [username3] - wanna scoop 21| (успех)
2021-06-22T23:19:44.483Z - [username8] - wanna top up 32| (успех)
2021-06-23T00:19:44.483Z - [username8] - wanna scoop 34| (успех)
2021-06-23T01:19:44.483Z - [username6] - wanna scoop 14| (фэйл)
2021-06-23T02:19:44.483Z - [username4] - wanna scoop 17| (фэйл)
2021-06-23T03:19:44.483Z - [username5] - wanna scoop 43| (фэйл)
2021-06-23T04:19:44.483Z - [username1] - wanna scoop 37| (фэйл)
2021-06-23T05:19:44.483Z - [username3] - wanna scoop 26| (фэйл)
2021-06-23T06:19:44.483Z - [username6] - wanna top up 28| (успех)
2021-06-23T07:19:44.483Z - [username6] - wanna top up 13| (успех)
2021-06-23T08:19:44.483Z - [username3] - wanna scoop 17| (успех)
2021-06-23T09:19:44.483Z - [username7] - wanna scoop 22| (успех)
2021-06-23T10:19:44.483Z - [username4] - wanna scoop 35| (фэйл)
2021-06-23T11:19:44.483Z - [username3] - wanna scoop 45| (фэйл)
2021-06-23T12:19:44.483Z - [username5] - wanna scoop 17| (фэйл)
2021-06-23T13:19:44.483Z - [username10] - wanna scoop 30| (фэйл)
2021-06-23T14:19:44.483Z - [username9] - wanna top up 10| (успех)
2021-06-23T15:19:44.483Z - [username1] - wanna top up 18| (успех)
2021-06-23T16:19:44.483Z - [username9] - wanna top up 43| (фэйл)
2021-06-23T17:19:44.483Z - [username3] - wanna scoop 13| (успех)
2021-06-23T18:19:44.483Z - [username4] - wanna top up 28| (успех)
2021-06-23T19:19:44.483Z - [username1] - wanna top up 47| (фэйл)
2021-06-23T20:19:44.483Z - [username9] - wanna scoop 44| (успех)
2021-06-23T21:19:44.483Z - [username10] - wanna top up 27| (успех)
2021-06-23T22:19:44.483Z - [username6] - wanna scoop 40| (фэйл)
2021-06-23T23:19:44.483Z - [username8] - wanna top up 42| (фэйл)
2021-06-24T00:19:44.483Z - [username2] - wanna scoop 35| (фэйл)
2021-06-24T01:19:44.483Z - [username9] - wanna scoop 39| (фэйл)
2021-06-24T02:19:44.483Z - [username6] - wanna top up 42| (фэйл)
2021-06-24T03:19:44.483Z - [username10] - wanna top up 19| (успех)
2021-06-24T04:19:44.483Z - [username1] - wanna top up 17| (фэйл)
2021-06-24T05:19:44.483Z - [username10] - wanna scoop 10| (успех)
2021-06-24T06:19:44.483Z - [username10] - wanna top up 18| (успех)
2021-06-24T07:19:44.483Z - [username9] - wanna scoop 43| (успех)
2021-06-24T08:19:44.483Z - [username8] - wanna scoop 24| (фэйл)
2021-06-24T09:19:44.483Z - [username6] - wanna top up 35| (успех)
2021-06-24T10:19:44.483Z - [username5] - wanna top up 45| (фэйл)
2021-06-24T11:19:44.483Z - [username10] - wanna top up 31| (фэйл)
2021-06-24T12:19:44.483Z - [username9] - wanna top up 11| (успех)
2021-06-24T13:19:44.483Z - [username7] - wanna scoop 43| (успех)
2021-06-24T14:19:44.483Z - [username1] - wanna top up 12| (успех)
2021-06-24T15:19:44.483Z - [username10] - wanna scoop 46| (фэйл)
2021-06-24T16:19:44.483Z - [username4] - wanna top up 12| (успех)
2021-06-24T17:19:44.483Z - [username4] - wanna scoop 26| (успех)
2021-06-24T18:19:44.483Z - [username6] - wanna scoop 21| (фэйл)
2021-06-24T19:19:44.483Z - [username7] - wanna top up 12| (успех)
2021-06-24T20:19:44.483Z - [username1] - wanna scoop 23| (успех)
2021-06-24T21:19:44.483Z - [username4] - wanna top up 26| (успех)
2021-06-24T22:19:44.483Z - [username7] - wanna scoop 16| (успех)
2021-06-24T23:19:44.483Z - [username9] - wanna top up 34| (успех)
2021-06-25T00:19:44.483Z - [username4] - wanna top up 36| (фэйл)
2021-06-25T01:19:44.483Z - [username10] - wanna scoop 38| (успех)
2021-06-25T02:19:44.483Z - [username3] - wanna top up 18| (успех)
2021-06-25T03:19:44.483Z - [username3] - wanna top up 21| (успех)
2021-06-25T04:19:44.483Z - [username2] - wanna top up 41| (фэйл)
2021-06-25T05:19:44.483Z - [username10] - wanna top up 42| (фэйл)
2021-06-25T06:19:44.483Z - [username3] - wanna top up 43| (фэйл)
2021-06-25T07:19:44.483Z - [username2] - wanna top up 20| (фэйл)
2021-06-25T08:19:44.483Z - [username7] - wanna scoop 28| (успех)
2021-06-25T09:19:44.483Z - [username2] - wanna scoop 37| (фэйл)
2021-06-25T10:19:44.483Z - [username3] - wanna top up 41| (успех)
2021-06-25T11:19:44.483Z - [username8] - wanna top up 47| (фэйл)
2021-06-25T12:19:44.483Z - [username2] - wanna top up 20| (фэйл)
2021-06-25T13:19:44.483Z - [username2] - wanna scoop 31| (успех)
2021-06-25T14:19:44.483Z - [username9] - wanna scoop 22| (успех)
2021-06-25T15:19:44.483Z - [username7] - wanna top up 25| (успех)
2021-06-25T16:19:44.483Z - [username1] - wanna top up 43| (фэйл)
2021-06-25T17:19:44.483Z - [username9] - wanna top up 20| (успех)
2021-06-25T18:19:44.483Z - [username9] - wanna top up 48| (фэйл)
2021-06-25T19:19:44.483Z - [username5] - wanna top up 40| (фэйл)
2021-06-25T20:19:44.483Z - [username2] - wanna top up 15| (фэйл)
2021-06-25T21:19:44.483Z - [username3] - wanna top up 31| (фэйл)
2021-06-25T22:19:44.483Z - [username9] - wanna top up 28| (фэйл)
2021-06-25T23:19:44.483Z - [username7] - wanna scoop 35| (успех)
2021-06-26T00:19:44.483Z - [username4] - wanna top up 12| (успех)
2021-06-26T01:19:44.483Z - [username7] - wanna scoop 17| (успех)
2021-06-26T02:19:44.483Z - [username5] - wanna top up 38| (успех)
2021-06-26T03:19:44.483Z - [username8] - wanna top up 34| (фэйл)
2021-06-26T04:19:44.483Z - [username1] - wanna top up 45| (фэйл)
2021-06-26T05:19:44.483Z - [username5] - wanna scoop 20| (успех)
2021-06-26T06:19:44.483Z - [username6] - wanna top up 24| (успех)
2021-06-26T07:19:44.483Z - [username3] - wanna top up 29| (фэйл)
2021-06-26T08:19:44.483Z - [username2] - wanna top up 44| (фэйл)
2021-06-26T09:19:44.483Z - [username8] - wanna scoop 31| (успех)
2021-06-26T10:19:44.483Z - [username9] - wanna top up 46| (фэйл)
2021-06-26T11:19:44.483Z - [username2] - wanna scoop 28| (фэйл)
2021-06-26T12:19:44.483Z - [username6] - wanna top up 16| (успех)
2021-06-26T13:19:44.483Z - [username9] - wanna scoop 15| (успех)
2021-06-26T14:19:44.483Z - [username6] - wanna top up 24| (успех)
2021-06-26T15:19:44.483Z - [username5] - wanna top up 48| (фэйл)
2021-06-26T16:19:44.483Z - [username6] - wanna scoop 39| (успех)
2021-06-26T17:19:44.484Z - [username3] - wanna top up 11| (успех)
2021-06-26T18:19:44.484Z - [username9] - wanna scoop 26| (фэйл)
2021-06-26T19:19:44.484Z - [username6] - wanna top up 49| (фэйл)
2021-06-26T20:19:44.484Z - [username6] - wanna scoop 50| (фэйл)
2021-06-26T21:19:44.484Z - [username3] - wanna scoop 25| (фэйл)
2021-06-26T22:19:44.484Z - [username3] - wanna scoop 50| (фэйл)
2021-06-26T23:19:44.484Z - [username2] - wanna top up 12| (успех)
2021-06-27T00:19:44.484Z - [username5] - wanna scoop 41| (фэйл)
2021-06-27T01:19:44.484Z - [username3] - wanna top up 29| (успех)
2021-06-27T02:19:44.484Z - [username7] - wanna top up 28| (фэйл)
2021-06-27T03:19:44.484Z - [username4] - wanna top up 16| (фэйл)
2021-06-27T04:19:44.484Z - [username2] - wanna scoop 20| (успех)
2021-06-27T05:19:44.484Z - [username5] - wanna scoop 39| (успех)
2021-06-27T06:19:44.484Z - [username8] - wanna scoop 21| (фэйл)
2021-06-27T07:19:44.484Z - [username3] - wanna scoop 11| (фэйл)
2021-06-27T08:19:44.484Z - [username9] - wanna scoop 15| (фэйл)
2021-06-27T09:19:44.484Z - [username1] - wanna scoop 39| (фэйл)
2021-06-27T10:19:44.484Z - [username4] - wanna top up 46| (успех)
2021-06-27T11:19:44.484Z - [username1] - wanna scoop 37| (успех)
2021-06-27T12:19:44.484Z - [username10] - wanna scoop 37| (фэйл)
2021-06-27T13:19:44.484Z - [username1] - wanna top up 20| (успех)
2021-06-27T14:19:44.484Z - [username9] - wanna top up 30| (успех)
2021-06-27T15:19:44.484Z - [username9] - wanna top up 42| (фэйл)
2021-06-27T16:19:44.484Z - [username6] - wanna scoop 33| (успех)
2021-06-27T17:19:44.484Z - [username4] - wanna top up 20| (успех)
2021-06-27T18:19:44.484Z - [username8] - wanna top up 14| (успех)
2021-06-27T19:19:44.484Z - [username3] - wanna top up 11| (фэйл)
2021-06-27T20:19:44.484Z - [username3] - wanna scoop 47| (успех)
2021-06-27T21:19:44.484Z - [username10] - wanna top up 49| (фэйл)
2021-06-27T22:19:44.484Z - [username8] - wanna scoop 25| (фэйл)
2021-06-27T23:19:44.484Z - [username7] - wanna top up 44| (успех)
2021-06-28T00:19:44.484Z - [username2] - wanna top up 13| (фэйл)
2021-06-28T01:19:44.484Z - [username3] - wanna scoop 25| (успех)
2021-06-28T02:19:44.484Z - [username1] - wanna top up 39| (фэйл)
2021-06-28T03:19:44.484Z - [username8] - wanna top up 17| (успех)
2021-06-28T04:19:44.484Z - [username2] - wanna top up 23| (фэйл)
2021-06-28T05:19:44.484Z - [username7] - wanna scoop 10| (успех)
2021-06-28T06:19:44.484Z - [username4] - wanna top up 13| (успех)
2021-06-28T07:19:44.484Z - [username9] - wanna top up 22| (фэйл)
2021-06-28T08:19:44.484Z - [username2] - wanna top up 32| (фэйл)
2021-06-28T09:19:44.484Z - [username3] - wanna scoop 21| (успех)
2021-06-28T10:19:44.484Z - [username3] - wanna top up 37| (фэйл)
2021-06-28T11:19:44.484Z - [username3] - wanna scoop 36| (успех)
2021-06-28T12:19:44.484Z - [username6] - wanna scoop 29| (фэйл)
2021-06-28T13:19:44.484Z - [username8] - wanna top up 44| (успех)
2021-06-28T14:19:44.484Z - [username2] - wanna top up 39| (фэйл)
2021-06-28T15:19:44.484Z - [username2] - wanna scoop 49| (фэйл)
2021-06-28T16:19:44.484Z - [username7] - wanna scoop 36| (успех)
2021-06-28T17:19:44.484Z - [username1] - wanna scoop 35| (фэйл)
2021-06-28T18:19:44.484Z - [username1] - wanna top up 49| (успех)
2021-06-28T19:19:44.484Z - [username10] - wanna top up 35| (фэйл)
2021-06-28T20:19:44.484Z - [username5] - wanna scoop 41| (успех)
2021-06-28T21:19:44.484Z - [username3] - wanna scoop 11| (успех)
2021-06-28T22:19:44.484Z - [username1] - wanna top up 45| (успех)
2021-06-28T23:19:44.484Z - [username2] - wanna top up 26| (фэйл)
2021-06-29T00:19:44.484Z - [username8] - wanna top up 47| (фэйл)
2021-06-29T01:19:44.484Z - [username7] - wanna top up 10| (успех)
2021-06-29T02:19:44.484Z - [username1] - wanna scoop 44| (успех)
2021-06-29T03:19:44.484Z - [username7] - wanna scoop 16| (успех)
2021-06-29T04:19:44.484Z - [username8] - wanna scoop 19| (фэйл)
2021-06-29T05:19:44.484Z - [username9] - wanna scoop 15| (фэйл)
2021-06-29T06:19:44.484Z - [username8] - wanna top up 36| (успех)
2021-06-29T07:19:44.484Z - [username9] - wanna scoop 16| (успех)
2021-06-29T08:19:44.484Z - [username6] - wanna scoop 43| (фэйл)
2021-06-29T09:19:44.484Z - [username9] - wanna scoop 42| (фэйл)
2021-06-29T10:19:44.484Z - [username5] - wanna scoop 39| (фэйл)
2021-06-29T11:19:44.484Z - [username9] - wanna top up 47| (фэйл)
2021-06-29T12:19:44.484Z - [username3] - wanna top up 19| (успех)
2021-06-29T13:19:44.484Z - [username8] - wanna scoop 12| (успех)
2021-06-29T14:19:44.484Z - [username4] - wanna top up 18| (успех)
2021-06-29T15:19:44.484Z - [username5] - wanna top up 20| (успех)
2021-06-29T16:19:44.484Z - [username1] - wanna top up 43| (фэйл)
2021-06-29T17:19:44.484Z - [username6] - wanna top up 12| (фэйл)
2021-06-29T18:19:44.484Z - [username9] - wanna scoop 46| (успех)
2021-06-29T19:19:44.484Z - [username1] - wanna top up 18| (успех)
2021-06-29T20:19:44.484Z - [username8] - wanna top up 18| (успех)
2021-06-29T21:19:44.484Z - [username6] - wanna top up 48| (фэйл)
2021-06-29T22:19:44.484Z - [username5] - wanna scoop 19| (успех)
2021-06-29T23:19:44.484Z - [username9] - wanna top up 11| (успех)
2021-06-30T00:19:44.484Z - [username10] - wanna top up 41| (фэйл)
2021-06-30T01:19:44.484Z - [username5] - wanna scoop 39| (успех)
2021-06-30T02:19:44.484Z - [username2] - wanna top up 24| (успех)
2021-06-30T03:19:44.484Z - [username9] - wanna top up 15| (успех)
2021-06-30T04:19:44.484Z - [username1] - wanna top up 44| (фэйл)
2021-06-30T05:19:44.484Z - [username7] - wanna top up 35| (фэйл)
2021-06-30T06:19:44.484Z - [username10] - wanna top up 34| (фэйл)
2021-06-30T07:19:44.484Z - [username6] - wanna scoop 33| (успех)
2021-06-30T08:19:44.484Z - [username1] - wanna scoop 14| (успех)
2021-06-30T09:19:44.484Z - [username5] - wanna top up 47| (успех)
2021-06-30T10:19:44.484Z - [username5] - wanna top up 49| (фэйл)
2021-06-30T11:19:44.484Z - [username1] - wanna top up 40| (фэйл)
2021-06-30T12:19:44.484Z - [username4] - wanna top up 48| (фэйл)
2021-06-30T13:19:44.484Z - [username1] - wanna scoop 19| (успех)
2021-06-30T14:19:44.484Z - [username6] - wanna scoop 38| (фэйл)
2021-06-30T15:19:44.484Z - [username9] - wanna scoop 39| (фэйл)
2021-06-30T16:19:44.484Z - [username8] - wanna top up 16| (успех)
2021-06-30T17:19:44.484Z - [username3] - wanna scoop 18| (успех)
2021-06-30T18:19:44.484Z - [username10] - wanna top up 16| (успех)
2021-06-30T19:19:44.484Z - [username2] - wanna top up 23| (успех)
2021-06-30T20:19:44.484Z - [username6] - wanna scoop 31| (успех)
2021-06-30T21:19:44.484Z - [username1] - wanna top up 27| (успех)
2021-06-30T22:19:44.485Z - [username1] - wanna top up 39| (фэйл)
2021-06-30T23:19:44.485Z - [username10] - wanna scoop 19| (успех)
2021-07-01T00:19:44.485Z - [username5] - wanna scoop 27| (успех)
2021-07-01T01:19:44.485Z - [username1] - wanna top up 18| (успех)
2021-07-01T02:19:44.485Z - [username6] - wanna scoop 39| (фэйл)
2021-07-01T03:19:44.485Z - [username2] - wanna scoop 27| (успех)
2021-07-01T04:19:44.485Z - [username2] - wanna top up 40| (успех)
2021-07-01T05:19:44.485Z - [username1] - wanna scoop 43| (успех)
2021-07-01T06:19:44.485Z - [username4] - wanna top up 36| (успех)
2021-07-01T07:19:44.485Z - [username4] - wanna scoop 34| (успех)
2021-07-01T08:19:44.485Z - [username8] - wanna scoop 21| (фэйл)
2021-07-01T09:19:44.485Z - [username10] - wanna top up 18| (успех)
2021-07-01T10:19:44.485Z - [username1] - wanna scoop 48| (фэйл)
2021-07-01T11:19:44.485Z - [username10] - wanna top up 35| (успех)
2021-07-01T12:19:44.485Z - [username6] - wanna top up 41| (фэйл)
2021-07-01T13:19:44.485Z - [username7] - wanna scoop 43| (успех)
2021-07-01T14:19:44.485Z - [username2] - wanna top up 27| (успех)
2021-07-01T15:19:44.485Z - [username9] - wanna top up 47| (фэйл)
2021-07-01T16:19:44.485Z - [username2] - wanna top up 21| (успех)
